Component,Component,Test Case,TC Identifier,Test Type,Estimated Duration (min),Priority,Pass/Fail,LPS Ticket,Tester,Date,Test Name,Test Steps
DB Upgrade Client,,Run DB Upgrade client with only portal-upgrade-ext and app-server properties set,1d,Functional,-,3,,,,,ant > check-upgrade-properties-app-ext-set,"1. Preconditions:
   1. The following properties are set:
      1. portal-upgrade-ext.properties:
         1. liferay.home
      2. Open App-server.properties and uncomment properties for specific appserver:
         1. dir
         2. global.lib.dir
         3. portal.dir
         4. server.detector.server.id
         5. extra.lib.dirs
2. Execution:
   1. db_upgrade.sh or db_upgrade.bat 
3. Expected results:
   1. The tool should ask for entering the following properties:
      1. jdbc.default.url
      2. jdbc.default.driverClassName
      3. jdbc.default.username
      4. Jdbc.default.password (we should verify that the password is masked while we enter the characters)
   2. The should create this file with previous properties:
      1. Portal-upgrade-database.properties
   3. The tool should run the upgrade for core and modules."
DB Upgrade Client,,Test Group 2 - Run DB Upgrade Client in specific environments,,,,,,,,,,
DB Upgrade Client,,Run DB Upgrade client in Java 7,2a,Functional,-,4,,,,,ant > check-upgrade-client-java-version,"1. Preconditions:
   1. Set all properties files properly.
   2. Set Java 7 or below as java version.
2. Execution:
   1. db_upgrade.sh or db_upgrade.bat 
3. Expected results:
   1. An error should be shown saying that Java 8 is required."
DB Upgrade Client,,Run DB Upgrade client in JBoss,2b,Functional,-,4,,,,,PortalSmokeUpgrade.testcase,"1. Preconditions:
   1. Use Jboss as app server
   2. Set all properties files properly.
2. Execution:
   1. db_upgrade.sh or db_upgrade.bat 
3. Expected results:
   1. The tool should run the upgrade for core and modules."
DB Upgrade Client,,Run DB Upgrade client in WebSphere,2c,Functional,-,4,,,,,PortalSmokeUpgrade.testcase,"1. Preconditions:
   1. Use Websphere as app server
   2. Set all properties files properly.
2. Execution:
   1. db_upgrade.sh or db_upgrade.bat 
3. Expected results:
   1. The tool should run the upgrade for core and modules."
DB Upgrade Client,,Run DB Upgrade client in WebLogic,2d,Functional,-,4,,,,,PortalSmokeUpgrade.testcase,"1. Preconditions:
   1. Use Weblogic as app server
   2. Set all properties files properly.
2. Execution:
   1. db_upgrade.sh or db_upgrade.bat 
3. Expected results:
   1. The tool should run the upgrade for core and modules.

"
DB Upgrade Client,,Run DB Upgrade client in Tomcat,2e,Functional,-,5,,,,,PortalSmokeUpgrade.testcase,"1. Preconditions:
   1. Use Linux as operating system.
   2. Use Tomcat as app server
   3. Set all properties files properly.
2. Execution:
   1. db_upgrade.sh or db_upgrade.bat 
3. Expected results:
   1. The tool should run the upgrade for core and modules."
DB Upgrade Client,,Run DB Upgrade client in Wildfly,2f,Functional,-,4,,,,,PortalSmokeUpgrade.testcase,"4. Preconditions:
   1. Use Wildfly as app server
   2. Set all properties files properly.
5. Execution:
   1. db_upgrade.sh or db_upgrade.bat 
6. Expected results:
   1. The tool should run the upgrade for core and modules."
DB Upgrade Client,,Run DB Upgrade client in tcServer (<= 7.1),2g,Functional,-,3,,,,,PortalSmokeUpgrade.testcase,"7. Preconditions:
   1. Use Wildfly as app server
   2. Set all properties files properly.
8. Execution:
   1. db_upgrade.sh or db_upgrade.bat 
9. Expected results:
   1. The tool should run the upgrade for core and modules."
DB Upgrade Client,,Test Group 3 - Run DB Upgrade client with specific parameters,,,,,,,,,,
DB Upgrade Client,,Run DB Upgrade client with help parameter,3a,Functional,-,3,,,,,ant > check-upgrade-client-help,"1. Preconditions:
   1. None
2. Execution:
   1. db_upgrade.sh -h or db_upgrade.bat -h
3. Expected results:
   1. The tool show the help menu"
DB Upgrade Client,,Run DB Upgrade client with JVM parameters,3b,Functional,-,4,,,,,ant > check-upgrade-client-additional-settings,"1. Preconditions:
   1. Set all properties files properly
2. Execution:
   1. java -jar com.liferay.portal.tools.db.upgrade.client.jar -j “-Dfile.encoding=UTF8 -Duser.country=US -Duser.language=en -Duser.timezone=GMT -Xmx4096m""
3. Expected results:
   1. Verify that the java virtual machine runs with those parameters"
DB Upgrade Client,,Run DB Upgrade client with log file parameter,3c,Functional,-,4,,,,,ant > check-upgrade-client-custom-log,"1. Preconditions:
   1. Set all properties files properly
2. Execution:
   1. Db_upgrade.sh -l “log_file.txt” or db_upgrade.bat -l “log_file.txt”
3. Expected results:
   1. Verify that the the log output is written in log_file.txt"
DB Upgrade Client,,Run DB Upgrade client with shell parameter using the jar,3d,Functional,-,4,,,,,ant > check-upgrade-client-gogoshell,"1. Preconditions:
   1. Set all properties files properly
2. Execution:
   1. db_upgrade.sh -s
3. Expected results:
   1. Verify that the Gogo shell is automatically connected at the end of the upgrade"
DB Upgrade Client,,Run DB Upgrade script with shell parameter on Windows,3e,Manual,10,4,,,,,https://issues.liferay.com/browse/LRQA-53826,"4. Preconditions:
   1. Set all properties files properly
5. Execution:
   1. db_upgrade.bat -s
6. Expected results:
   1. Verify that the Gogo shell is automatically connected at the end of the upgrade"
DB Upgrade Client,,Test Group 4 - Run DB Upgrade client with specific configurations,,,,,,,,,,
DB Upgrade Client,,Run DB Upgrade client configured to run module upgrades individually,4a,Functional,-,5,,,,,ant > check-upgrade-client-upgrade-core-only,"1. Preconditions:
   1. Set all properties files properly.
   2. Set the config admin property to run module upgrades individually[a] (see https://dev.liferay.com/discover/deployment/-/knowledge_base/7-0/running-the-upgrade-process#upgrading-modules-individually)
2. Execution:
   1. db_upgrade.sh or db_upgrade.bat
3. Expected results:
   1. The tool should run the upgrade for core but not for the modules (check release_ table)"
DB Upgrade Client,,Test Group 5 - Gogo shell,,,,,,,,,,
DB Upgrade Client,,Check for help output ,5a,Manual,10,4,,,,,https://issues.liferay.com/browse/LRQA-53823,"1. Preconditions:
   1. Set all properties files properly.
2. Execute the db upgrade tool with ""-s"" parameter to start the gogo shell
3. Assert messages in gogo shell after upgrade:
   1. Type ""help"" to get available upgrade and verify commands.
   2. Type ""help {command}"" to get additional information about the command. For example, ""help upgrade:list"".
4. Execute the following commands and assert information is returned.
   1. upgrade:check
   2. upgrade:execute
   3. upgrade:executeAll
   4. upgrade:list
   5. verify:execute
   6. verify:executeAll
   7. verify:list
   8. verify:show
   9. verify:showReports"
DB Upgrade Client,,Gogo shell connection after failed upgrade,5b,Functional,,4,,,,,ant > check-upgrade-client-gogoshell-failed-upgrade,"1. Remove a jar from osgi/modules to simulate a modules upgrade failure (.e.g. com.liferay.journal.api.jar)
2. Start an upgrade with the db upgrade tool
3. Wait the upgrade to fail
4. Assert connection to gogo shell due to upgrade failure"
DB Upgrade Client,,Gogo shell command output,5c,Manual,,4,,,,,https://issues.liferay.com/browse/LRQA-53825,"1. Execute the upgrade client with “./db_upgrade.sh -s” command
2. After upgrade finished and gogo shell console is opened, execute the following commands:
1. Execute “upgrade:check”
2. Enter to execute an empty command
3. Execute “exit”
3. Assert command is not printed twice after its execution
4. Assert no white line is printed
5. Open upgrade.log in the upgrade log folder
6. Confirm that the prefix g! for previous commands do not exist"
DB Upgrade Client,,Test Group 6 - Upgrade over SSH connection,,,,,,,,,,
DB Upgrade Client,,Disconnect and Reconnect to running upgrade,6a,Functional,-,5,,,,,ant > check-upgrade-client-sh-disconnect,"1. Connect via SSH to a system with a Unix OS where Liferay is installed
2. Start an upgrade with the db upgrade tool
3. Stop the SSH connection (bash db_upgrade.sh & exit)
4. Connect via SSH again
5. Confirm the process is still running (ps -ef | grep db_upgrade)
6. Wait for upgrade to complete
7. View upgrade.log to confirm upgrade completed successfully"
DB Upgrade Client,,Gogo shell connection closed after failed upgrade,6b,Manual,20,2,,,,,,"5. Connect via SSH to a system with a Unix OS where Liferay is installed
6. Use the following to drop Journal table from database to simulate a module upgrade failure 
1. Go to mysql command line
2. Enter use lportal;
3. Show tables;
4. Alter table JournalArticle drop companyId;
7. Start an upgrade with the db upgrade tool
8. Stop the SSH connection (bash db_upgrade.sh & exit)
9. Wait the expected amount of time for the upgrade to complete
10. Connect via SSH again
11. View upgrade.log to confirm upgrade shows failed attempt to connect to gogo shell (""Unable to open Gogo shell"")
12. Attempt to access gogo shell to confirm process has been stopped (telnet localhost 11311)"
DB Upgrade Client,,Disconnect and Attempt to start a second upgrade process,6c,Functional,20,3,,,,,ant > check-upgrade-client-second-process,"13. Connect via SSH to a system with a Unix OS where Liferay is installed
14. Start an upgrade with the db upgrade tool
15. Stop the SSH connection (bash db_upgrade.sh & exit)
16. Connect via SSH again
17. Start a second upgrade with the db upgrade tool
18. Confirm message given that an existing process is ongoing, 
19. Confirm no new process starts"
DB Upgrade Client,,Test Group 7 - Upgrade client distribution,,,,,,,,,,
DB Upgrade Client,,Upgrade with standalone Upgrade client,7a,Functional,-,4,,,,,ant > check-upgrade-client-zip-content,"1. Download Standalone Upgrade Client (Help Center Download Link)
2. Extract the zip to LIFERAY_HOME/tools/ 
3. Navigate to portal-tools-db-upgrade-client directory
4. Assert content in the root folder
   1. portal-upgrade-ext.properties
   2. portal-upgrade-database.properties
   3. db_upgrade.sh
   4. db_upgrade.bat
   5. com.liferay.portal.tools.db.upgrade.client.jar
   6. app-server.properties
5. execute ./db_upgrade.sh
6. Confirm upgrade can be executed with standalone client"
DB Upgrade Client,,Upgrade with build-in Upgrade client,7b,Functional,-,5,,,,,PortalSmokeUpgrade.testcase,"1. Download tomcat bundle
2. Navigate to LIFERAY_HOME/tools/portal-tools-db-upgrade-client
3. execute ./db_upgrade.sh
4. Confirm upgrade can be executed with built-in client"
DL Stores,DL Stores,,,,,,,,,,,
DL Stores,,Test Group 1 - Local Document Library Store,,,,,,,,,,
DL Stores,,Advanced File System Store,1a,Functional,,,,,,,DocumentLibraryStore#AdvancedFileSystemStoreSmoke,"1. Set this property in the portal-ext.properties
1. dl.store.impl=com.liferay.portal.store.file.system.AdvancedFileSystemStore
2. Create the  file  below in the  osgi/configs folder: 
1. com.liferay.portal.store.file.system.configuration.AdvancedFileSystemStoreConfiguration.config
2. Open add “rootDir=&quot;data/document_library1&quot;” into the file
3. Start liferay portal
4. Go to Site Administration => Content and Data => Documents and Media
5. Add  a document
6. Verify document is created
7. Delete the document
8. Verify document is moved to recycle bin"
DL Stores,,DBStore,1b,Functional,,,,,,,DocumentLibraryStore#DBStoreSmoke,"1. Set this property in the portal-ext.properties
1. dl.store.impl=com.liferay.portal.store.db.DBStore
2. Start liferay portal
3. Confirm that “java.lang.IllegalStateException: Store is not available” is not present in the console
4. Repeat Test Case 1a steps (4 - 8)"
